code commune;code postale;Ville;;;;;;;departement;
11346;11260;Saint-Jean-de-Paracol;;42.9381797742;2.1090356294;346;11;2;11;
21387;21200;Marigny-lès-Reullée;;47.0078863586;4.9581894897;387;6;1;21;
54487;54290;Saint-Rémy-aux-Bois;;48.4160503488;6.3962556094;487;5;2;54;
59516;59285;Rubrouck;;50.8331982321;2.3625259586;516;16;4;59;
55457;55160;Saint-Hilaire-en-Woëvre;;49.0747935820;5.7063619798;457;9;3;55;
70313;70200;Lyoffans;;47.6439821096;6.5885519049;313;13;1;70;
60316;60430;Hodenc-l'Évêque;;49.3361613976;2.1417663923;316;28;1;60;
32044;32100;Béraut;;43.9241599280;0.4072514276;44;6;2;32;
67447;67300;Schiltigheim;;48.6118660258;7.7440819933;447;22;6;67;
33253;33410;Loupiac;;44.6282363269;-0.2872160729;253;17;3;33;
45226;45510;Neuvy-en-Sullias;;47.7747351435;2.2431982419;226;15;2;45;
88302;88160;Ménil;Le;47.9140118322;6.8158571587;302;27;1;88;
54402;54150;Norroy-le-Sec;;49.2766316915;5.8093928496;402;11;1;54;
45216;45700;Mormant-sur-Vernisson;;47.9416433516;2.7292466566;216;32;1;45;
68211;68470;Mitzach;;47.8611986942;6.9977503939;211;22;6;68;
61019;61310;Avernes-sous-Exmes;;48.7882977467;0.2010606174;19;12;2;61;
61415;61170;Saint-Léger-sur-Sarthe;;48.4950443390;0.3167820294;415;20;1;61;
77149;77160;Cucharmoy;;48.5893108567;3.1791186007;149;25;3;77;
67075;67510;Climbach;;49.0157843115;7.8503083379;75;34;7;67;
60657;60400;Vauchelles;;49.5858402656;2.9679305595;657;29;3;60;
23022;23270;Bétête;;46.3616170895;2.0697064230;22;10;2;23;
28086;28480;Chassant;;48.2920478755;1.0674898162;86;23;4;28;
60355;60510;Laversines;;49.4299134204;2.2008716532;355;27;1;60;
80238;80300;Dernancourt;;49.9790238036;2.6233494587;238;6;4;80;
72190;72120;Marolles-lès-Saint-Calais;;47.9174702503;0.7933916718;190;28;2;72;
3060;3110;Charmeil;;46.1598815241;3.3933467069;60;10;3;3;
87081;87800;Jourgnac;;45.7317643416;1.2128839778;81;1;2;87;
6078;6710;Malaussène;;43.9153232562;7.1411206345;78;29;2;6;
2508;2860;Monthenault;;49.4892743465;3.6559240445;508;12;2;2;
32281;32170;Mont-de-Marrast;;43.3881448989;0.3721763393;281;17;3;32;
;;;;42.7511136181;9.4246374583;;;;;
88244;88430;Houssière;La;48.2051817248;6.8614399607;244;8;3;88;
64127;64260;Bielle;;43.0445386527;-0.4671404664;127;16;2;64;
9295;9220;Siguer;;42.7082898185;1.5531544447;295;20;1;9;
65272;65190;Lhez;;43.2024093618;0.1948455967;272;23;3;65;
76469;76780;Nolléval;;49.4939955432;1.4816859439;469;1;1;76;
77109;77160;Chenoise;;48.6221074853;3.1921876790;109;25;3;77;
89324;89220;Rogny-les-Sept-Écluses;;47.7378445116;2.8907002777;324;6;1;89;
50597;50870;Tirepied;;48.7239372262;-1.2735313312;597;5;1;50;
87040;87130;Châteauneuf-la-Forêt;;45.6947594412;1.6100208398;40;6;2;87;
45145;45210;Ferrières-en-Gâtinais;;48.1055360921;2.8042686041;145;12;1;45;
71336;71370;Ouroux-sur-Saône;;46.7242227229;4.9506855543;336;43;2;71;
73043;73410;Biolle;La;45.7590992790;5.9159316952;43;4;2;73;
52257;52500;Laferté-sur-Amance;;47.8342467374;5.6954983425;257;15;2;52;
74011;74940;Annecy-le-Vieux;;45.9193395896;6.1607624049;11;30;1;74;
7068;7270;Colombier-le-Jeune;;45.0115690732;4.7153662327;68;24;3;7;
8450;8090;This;;49.7524093055;4.6105353591;450;15;1;8;
8360;8220;Renneville;;49.6508149655;4.1356908665;360;7;2;8;
57302;57790;Hattigny;;48.6273852983;6.9612539079;302;16;5;57;
21222;21230;Cussy-le-Châtel;;47.1643515054;4.5847617039;222;2;1;21;
44195;44260;Savenay;;47.3570647854;-1.9184211910;195;43;3;44;
38171;38590;Forteresse;La;45.2944764587;5.4080102208;171;26;1;38;
52090;52600;Celsoy;;47.8630499689;5.4920247143;90;20;2;52;
76284;76850;Fresnay-le-Long;;49.6507422703;1.0930510263;284;52;1;76;
19063;19360;Cosnac;;45.1307416236;1.5860190949;63;30;1;19;
;;;;42.3625664581;8.9803166939;;;;;
60532;60790;Ressons-l'Abbaye;;49.2955871011;2.0863202618;532;23;1;60;
80484;80430;Liomer;;49.8591165830;1.8086826740;484;25;2;80;
74253;74800;Saint-Sixt;;46.0419013961;6.3229735176;253;17;2;74;
8174;8200;Floing;;49.7233281136;4.9328727805;174;26;3;8;
58258;58160;Saint-Ouen-sur-Loire;;46.8992684036;3.3202343008;258;27;3;58;
76148;76660;Bures-en-Bray;;49.7792273444;1.3352644790;148;34;1;76;
89439;89600;Vergigny;;47.9549518047;3.6970378447;439;25;1;89;
18107;18200;Groutte;La;46.6894805720;2.5127413479;107;22;2;18;
51609;51700;Verneuil;;49.1023191077;3.6712463309;609;9;2;51;
25047;25110;Baume-les-Dames;;47.3544401776;6.3434537028;47;4;1;25;
69094;69290;Grézieu-la-Varenne;;45.7477283973;4.6895073804;94;31;1;69;
39014;39290;Archelange;;47.1484873028;5.5205839270;14;24;1;39;
6084;6370;Mouans-Sartoux;;43.6185304023;6.9649442671;84;46;1;6;
66162;66320;Rigarda;;42.6279224154;2.5378645197;162;18;3;66;
33053;33430;Birac;;44.4124016589;-0.1434727332;53;4;3;33;
44015;44130;Blain;;47.4628210409;-1.7678947961;15;3;1;44;
46039;46320;Brengues;;44.5785357536;1.8328593278;39;18;2;46;
52424;52600;Rivières-le-Bois;;47.7413650111;5.4505632104;424;17;2;52;
61342;61270;Rai;;48.7559861003;0.5628096597;342;37;3;61;
34256;34160;Saint-Geniès-des-Mourgues;;43.6972031545;4.0375125216;256;7;3;34;
51365;51370;Mesneux;Les;49.2208240652;3.9611622652;365;31;3;51;
44111;44130;Notre-Dame-des-Landes;;47.3753590043;-1.7159829115;111;3;1;44;
70407;70190;Perrouse;;47.3669269306;6.0453354062;407;21;2;70;
82066;82230;Génébrières;;44.0012241111;1.4904317599;66;13;2;82;
36055;36700;Clion;;46.9379936712;1.2216199172;55;8;2;36;
1268;1300;Murs-et-Gélignieux;;45.6420014274;5.6603968489;268;4;1;1;
94069;94410;Saint-Maurice;;48.8184921372;2.4374501342;69;7;1;94;
83066;83560;Ginasservis;;43.6592918147;5.8375200065;66;19;3;83;
70005;70110;Aillevans;;47.5901064587;6.4178181287;5;27;1;70;
21615;21430;Sussey;;47.2149293227;4.3724220869;615;19;1;21;
62669;62550;Pressy;;50.4741367266;2.3900560929;669;27;1;62;
43014;43450;Autrac;;45.3367716906;3.1294196140;14;4;1;43;
57167;57320;Dalstein;;49.3062685367;6.4017894224;167;4;1;57;
27464;27180;Plessis-Grohan;Le;48.9443249327;1.1332422549;464;17;3;27;
70148;70360;Chemilly;;47.6416852951;6.0177515817;148;24;2;70;
72357;72800;Thorée-les-Pins;;47.6661683505;0.0339317804;357;16;1;72;
27103;27310;Bourg-Achard;;49.3450741127;0.8091599060;103;30;2;27;
9045;9400;Bédeilhac-et-Aynat;;42.8795852019;1.5671979895;45;18;1;9;
21508;21370;Prenois;;47.3750238747;4.9058967167;508;39;2;21;
62393;62370;Guemps;;50.9177532951;1.9973029405;393;6;5;62;
61395;61110;Saint-Germain-des-Grois;;48.4049147624;0.8156319406;395;30;3;61;
46294;46160;Saint-Sulpice;;44.5791760633;1.7955004365;294;4;2;46;
21473;21600;Ouges;;47.2613998117;5.0782109526;473;38;2;21;
26022;26560;Ballons;;44.2517233325;5.6440355641;22;27;2;26;
16419;16330;Vouharte;;45.8076598910;0.0797642979;419;25;1;16;
51512;51240;Saint-Quentin-sur-Coole;;48.8504241158;4.3266180413;512;10;1;51;
71473;71800;Saint-Racho;;46.2627274208;4.3737087649;473;11;3;71;
1115;1310;Confrançon;;46.2703041750;5.0577521789;115;21;2;1;
80703;80430;Saint-Germain-sur-Bresle;;49.8268454979;1.7460936280;703;25;2;80;
47249;47130;Saint-Laurent;;44.2377251151;0.4033491748;249;18;4;47;
27211;27490;Écardenville-sur-Eure;;49.1067011861;1.2688118575;211;42;1;27;
32146;32340;Gimbrède;;44.0374266467;0.7195820609;146;18;2;32;
16385;16600;Touvre;;45.6581856130;0.2678624408;385;31;1;16;
13045;13690;Graveson;;43.8539111696;4.7671736918;45;7;2;13;
71520;71100;Sevrey;;46.7358656662;4.8287879847;520;7;2;71;
91659;91100;Villabé;;48.5857767602;2.4520028824;659;6;2;91;
76259;76400;Fécamp;;49.7523245306;0.3952975874;259;21;2;76;
90089;90110;Rougemont-le-Château;;47.7460113941;6.9521288973;89;5;1;90;
68031;68210;Bernwiller;;47.7001534046;7.1910425266;31;3;6;68;
29110;29510;Langolen;;48.0746211195;-3.9165451605;110;6;4;29;
60625;60400;Suzoy;;49.5828567110;2.9391816492;625;29;3;60;
86266;86250;Surin;;46.0786672720;0.3756238543;266;2;2;86;
32143;32480;Gazaupouy;;44.0130398922;0.4635723958;143;6;2;32;
21653;21400;Vannaire;;47.9154562474;4.5707966173;653;8;3;21;
11045;11300;Bouriège;;42.9957636831;2.1614659872;45;20;2;11;
39069;39320;Bourcia;;46.3470023878;5.4032851938;69;27;2;39;
19050;19500;Chauffour-sur-Vell;;45.0194374555;1.6714175234;50;18;1;19;
65432;65700;Soublecause;;43.5328266693;-0.0255224884;432;9;3;65;
64120;64120;Beyrie-sur-Joyeuse;;43.3108779849;-1.0965695635;120;36;1;64;
49315;49150;Saint-Quentin-lès-Beaurepair;;47.6371046183;-0.1061866068;315;4;3;49;
76588;76680;Saint-Hellier;;49.7392895770;1.1975348113;588;4;1;76;
80746;80260;Talmas;;50.0411880308;2.3442662618;746;41;2;80;
64183;64230;Caubios-Loos;;43.4184546974;-0.4031790740;183;19;3;64;
25499;25680;Romain;;47.4439581352;6.3797663728;499;23;1;25;
2747;2490;Trefcon;;49.8590823650;3.0886464725;747;33;3;2;
33116;33430;Cazats;;44.4730190340;-0.2032009326;116;4;3;33;
76037;76630;Auquemesnil;;49.9521377234;1.3351832053;37;18;1;76;
15061;15300;Dienne;;45.1652515543;2.8073654716;61;12;3;15;
76127;76750;Bosc-Roger-sur-Buchy;;49.5874873321;1.3761137529;127;8;3;76;
84129;84700;Sorgues;;44.0145763951;4.8674051542;129;5;2;84;
71166;71320;Cuzy;;46.7609852867;4.0317109820;166;22;1;71;
14125;14610;Cambes-en-Plaine;;49.2314887593;-0.3834666977;125;13;2;14;
82106;82500;Maubec;;43.8036755051;0.9241112186;106;2;1;82;
18061;18140;Chaumoux-Marcilly;;47.1426671780;2.7799457307;61;24;1;18;
69270;69970;Chaponnay;;45.6282287453;4.9502801464;270;38;1;69;
24406;24170;Sainte-Foy-de-Belvès;;44.7312698140;1.0329422992;406;2;4;24;
65462;65700;Vidouze;;43.4402150519;-0.0459193410;462;14;3;65;
49102;49560;Cléré-sur-Layon;;47.0857328909;-0.4303346215;102;34;3;49;
36066;36300;Douadic;;46.7039740517;1.1179251996;66;5;1;36;
77186;77300;Fontainebleau;;48.4066856508;2.6803139639;186;13;4;77;
91182;91080;Courcouronnes;;48.6216349774;2.4128800906;182;39;2;91;
68385;68230;Zimmerbach;;48.0745599556;7.2300504195;385;26;2;68;
58215;58150;Pouilly-sur-Loire;;47.2802139612;2.9824091092;215;18;4;58;
45233;45390;Ondreville-sur-Essonne;;48.1980096580;2.4161932963;233;30;3;45;
24391;24310;Saint-Crépin-de-Richemont;;45.4226145327;0.6087732935;391;19;2;24;
8089;8240;Buzancy;;49.4184349960;4.9736344880;89;3;4;8;
40334;40180;Yzosse;;43.7169211073;-1.0161612234;334;29;1;40;
52033;52140;Avrecourt;;47.9667481066;5.5346807302;33;19;2;52;
11092;11160;Citou;;43.3755029489;2.5325690426;92;25;1;11;
33055;33340;Blaignan;;45.3230869763;-0.8658646036;55;29;4;33;
14531;14690;Rapilly;;48.8569781675;-0.3438047584;531;17;2;14;
1138;1350;Culoz;;45.8559966843;5.7839830893;138;31;1;1;
67099;67430;Domfessel;;48.9480129452;7.1458887651;99;20;4;67;
59267;59231;Gonnelieu;;50.0597401610;3.1590779836;267;43;2;59;
36118;36500;Méobecq;;46.7419992610;1.4135805507;118;6;2;36;
34061;34490;Causses-et-Veyran;;43.4679658506;3.0914081752;61;25;1;34;
55537;55400;Vaux-devant-Damloup;;49.2061604941;5.4633802884;537;3;3;55;
8077;8400;Bourcq;;49.3822218647;4.6179927948;77;31;4;8;
74273;74740;Sixt-Fer-à-Cheval;;46.0542010133;6.8123255317;273;23;2;74;
76455;76780;Morville-sur-Andelle;;49.4814018380;1.4320372672;455;1;1;76;
16201;16250;Mainfonds;;45.5191019211;0.0165278934;201;7;1;16;
12048;12460;Campouriez;;44.6808744001;2.6093695696;48;30;2;12;
21152;21320;Châteauneuf;;47.2193918621;4.6514658670;152;26;1;21;
22083;22230;Illifaut;;48.1441743723;-2.3357832336;83;25;1;22;
21547;21140;Saint-Euphrône;;47.4668464015;4.3918115248;547;33;3;21;
3232;3260;Saint-Félix;;46.2291934090;3.4752460397;232;28;3;3;
76138;76850;Bracquetuit;;49.6646732436;1.1697420582;138;52;1;76;
81030;81700;Bertre;;43.6053640705;1.9434943583;30;24;2;81;
80609;80135;Oneux;;50.1482964725;1.9806261973;609;4;1;80;
17200;17140;Lagord;;46.1865247974;-1.1521992531;200;50;3;17;
13007;13390;Auriol;;43.3607946934;5.6583901873;7;29;3;13;
25103;25320;Busy;;47.1679810214;5.9543175444;103;7;1;25;
62437;62650;Herly;;50.5415450848;1.9901049598;437;29;4;62;
19167;19200;Confolent-Port-Dieu;;45.5364773325;2.4984962424;167;5;3;19;
89338;89100;Saint-Clément;;48.2247837392;3.3067797099;338;29;3;89;
89281;89110;Ormes;Les;47.8457217659;3.2586345716;281;1;1;89;
22081;22120;Hillion;;48.5029884697;-2.6461474942;81;49;4;22;
91095;91850;Bouray-sur-Juine;;48.5123020136;2.2961034223;95;9;1;91;
14002;14220;Acqueville;;48.9707723348;-0.3705697879;2;31;2;14;
52126;52190;Choilley-Dardenay;;47.6613154745;5.3657795722;126;23;2;52;
50433;50760;Réville;;49.6261392194;-1.2514211716;433;30;2;50;
24066;24210;Brouchaud;;45.2049887022;0.9971597683;66;40;3;24;
71395;71430;Saint-Bonnet-de-Vieille-Vign;;46.5304875791;4.2714393389;395;37;3;71;
25091;25120;Bréseux;Les;47.2746972567;6.8014911839;91;12;2;25;
11120;11300;Digne-d'Aval;La;43.0459341920;2.1791083645;120;20;2;11;
32177;32300;Lagarde-Hachan;;43.4087550390;0.5001714997;177;19;3;32;
21414;21230;Mimeure;;47.1523999496;4.4952454482;414;2;1;21;
88079;88140;Bulgnéville;;48.2103923658;5.8410556245;79;4;2;88;
80662;80140;Ramburelles;;49.9672661423;1.7092989600;662;22;1;80;
23241;23190;Saint-Silvain-Bellegarde;;45.9661631879;2.3073777212;241;4;1;23;
23010;23210;Augères;;46.0799619042;1.7276354107;10;5;2;23;
61111;61250;Colombiers;;48.4757516967;0.0509684750;111;2;1;61;
76740;76160;Vieux-Rue;La;49.4963584129;1.2460728945;740;13;3;76;
46311;46190;Sousceyrac;;44.8806327764;2.0354727630;311;30;2;46;
24329;24700;Pizou;Le;45.0367853074;0.0721083732;329;23;3;24;
44026;44470;Carquefou;;47.3017191833;-1.4727720010;26;6;2;44;
58081;58350;Colméry;;47.3488327410;3.2469485120;81;9;4;58;
40326;40560;Vielle-Saint-Girons;;43.9395837379;-1.3255238047;326;3;1;40;
51614;51380;Verzy;;49.1438617468;4.1606639328;614;30;3;51;
25049;25470;Belfays;;47.2593740587;6.9039039677;49;12;2;25;
51284;51300;Haussignémont;;48.7163058306;4.7535945515;284;28;4;51;
4079;4160;Escale;L';44.0810058608;6.0345549452;79;30;4;4;
58060;58300;Charrin;;46.7983120336;3.5962141687;60;11;1;58;
80011;80470;Ailly-sur-Somme;;49.9134876579;2.1860922275;11;34;2;80;
30094;30140;Corbès;;44.0747158788;3.9544160669;94;29;1;30;
87085;87000;Limoges;;45.8542549589;1.2487579024;85;99;2;87;
9277;9210;Saint-Ybars;;43.2421519244;1.3983916646;277;6;2;9;
72155;72220;Laigné-en-Belin;;47.8682405593;0.2337440736;155;9;3;72;
31392;31460;Mourvilles-Basses;;43.4889625635;1.6991863509;392;8;3;31;
13017;13150;Boulbon;;43.8677663220;4.6975470674;17;33;2;13;
71366;71290;Ratenelle;;46.5245517671;5.0010249758;366;49;5;71;
2228;2850;Courtemont-Varennes;;49.0715288855;3.5416807977;228;10;1;2;
33251;33125;Louchats;;44.5132821800;-0.5711361537;251;45;3;33;
65056;65400;Ayzac-Ost;;43.0227077194;-0.0922337556;56;1;1;65;
39303;39320;Louvenne;;46.4334398864;5.4778454951;303;27;2;39;
80797;80110;Villers-aux-Érables;;49.7918542395;2.5288735418;797;28;3;80;
17438;17260;Tanzac;;45.5575032026;-0.6248775126;438;9;4;17;
15132;15190;Montgreleix;;45.3555338617;2.8888982564;132;6;3;15;
49066;49380;Champ-sur-Layon;;47.2634009053;-0.5693617752;66;32;1;49;
29233;29300;Quimperlé;;47.8561303355;-3.5564289466;233;36;4;29;
44054;44110;Erbray;;47.6690929055;-1.3218588138;54;37;1;44;
17337;17190;Saint-Georges-d'Oléron;;45.9762465553;-1.3243296921;337;31;2;17;
67558;67110;Zinswiller;;48.9161140099;7.5811232305;558;15;2;67;
71522;71290;Simandre;;46.6122739185;4.9870214150;522;16;4;71;
68035;68480;Biederthal;;47.4709691234;7.4356095651;35;7;1;68;
27168;27430;Connelles;;49.2604810004;1.2761998382;168;43;1;27;
3190;3000;Moulins;;46.5624641056;3.3266204022;190;99;2;3;
35134;35630;Iffs;Les;48.2937886247;-1.8672091677;134;4;3;35;
46276;46330;Saint-Martin-Labouval;;44.4795975074;1.7286135519;276;17;1;46;
78033;78126;Aulnay-sur-Mauldre;;48.9291229778;1.8408152565;33;1;1;78;
10147;10320;Fays-la-Chapelle;;48.1311314696;4.0199211207;147;5;3;10;
54150;54670;Custines;;48.7893818613;6.1461692317;150;42;3;54;
76341;76700;Harfleur;;49.5138279275;0.1970503179;341;63;2;76;
51140;51170;Chaumuzy;;49.1596131119;3.8680174938;140;31;3;51;
25503;25190;Rosières-sur-Barbèche;;47.3149794367;6.6595866227;503;21;2;25;
58016;58190;Asnois;;47.3975694255;3.5877353754;16;24;2;58;
42149;42210;Montrond-les-Bains;;45.6352746305;4.2409317350;149;23;1;42;
9020;9460;Artigues;;42.6901417235;2.0377889643;20;13;1;9;
76316;76116;Grainville-sur-Ry;;49.4748647459;1.3003159347;316;13;3;76;
19285;19410;Vigeois;;45.3786371667;1.5188819643;285;29;1;19;
27656;27500;Toutainville;;49.3566331529;0.4586777320;656;27;2;27;
67032;67140;Bernardvillé;;48.3696169477;7.4068405556;32;1;5;67;
77521;77580;Villiers-sur-Morin;;48.8490884714;2.8687913598;521;8;1;77;
12052;12700;Capdenac-Gare;;44.5596095618;2.0686393000;52;6;3;12;
60693;60640;Villeselve;;49.6864956183;3.1119249332;693;18;3;60;
55329;55300;Mécrin;;48.8274213069;5.5476617285;329;5;2;55;
88424;88100;Sainte-Marguerite;;48.2675581117;6.9734004269;424;24;3;88;
81130;81090;Lagarrigue;;43.5759645911;2.2858356583;130;14;2;81;
46082;46230;Cremps;;44.3877412529;1.5829700165;82;14;1;46;
14155;14140;Cheffreville-Tonnencourt;;49.0280951054;0.2331500522;155;23;3;14;
54222;54830;Gerbéviller;;48.4934294526;6.5108984470;222;13;2;54;
69279;69330;Jonage;;45.7911073541;5.0415336287;279;37;1;69;
60116;60250;Bury;;49.3128542225;2.3586525056;116;24;2;60;
59233;59440;Flaumont-Waudrechies;;50.1311318318;3.9698493197;233;3;1;59;
71430;71640;Saint-Jean-de-Vaux;;46.8066073647;4.6957504986;430;19;2;71;
7106;7470;Issarlès;;44.8523471555;4.0533979397;106;8;1;7;
44172;44980;Sainte-Luce-sur-Loire;;47.2536231327;-1.4728987153;172;6;2;44;
65032;65400;Arrens-Marsous;;42.9104049352;-0.2604399913;32;3;1;65;
8240;8270;Justine-Herbigny;;49.6051538292;4.3257529180;240;19;2;8;
46272;46270;Saint-Jean-Mirabel;;44.6327830420;2.1076672128;272;8;2;46;
13046;13850;Gréasque;;43.4262029745;5.5468510920;46;29;3;13;
6102;6420;Rimplas;;44.1027644402;7.1450533853;102;24;2;6;
80663;80140;Rambures;;49.9406734794;1.6957263693;663;22;1;80;
7059;7130;Châteaubourg;;44.9874244104;4.8383611621;59;19;3;7;
55010;55170;Ancerville;;48.6399125992;5.0237388830;10;1;1;55;
58156;58210;Marcy;;47.3172612368;3.4036173470;156;25;2;58;
27226;27150;Étrépagny;;49.3119944705;1.6161423639;226;15;1;27;
42310;42220;Thélis-la-Combe;;45.3361183193;4.5473053401;310;3;3;42;
44043;44190;Clisson;;47.0978969980;-1.2704259807;43;9;2;44;
73130;73200;Grignon;;45.6421717118;6.3837216987;130;30;1;73;
68279;68800;Roderen;;47.7778631956;7.0877157744;279;25;6;68;
34167;34310;Montels;;43.2896268975;3.0256763147;167;6;1;34;
62478;62850;Journy;;50.7533388277;2.0030860324;478;2;5;62;
82059;82500;Faudoas;;43.8335413145;0.9673323311;59;2;1;82;
2373;2140;Hary;;49.7973886510;3.9192740374;373;34;5;2;
79302;79400;Saivres;;46.4370891679;-0.2331082029;302;25;2;79;
1337;1190;Saint-Bénigne;;46.4519173207;4.9530982590;337;26;2;1;
65221;65200;Hiis;;43.1356432139;0.0964314090;221;34;3;65;
42103;42320;Grand-Croix;La;45.5040795864;4.5586038181;103;33;3;42;
33099;33360;Carignan-de-Bordeaux;;44.8094507679;-0.4722449260;99;23;2;33;
83131;83210;Solliès-Toucas;;43.2128269300;5.9869390865;131;25;2;83;
68087;68640;Feldbach;;47.5339340394;7.2561980367;87;10;1;68;
35330;35500;Taillis;;48.1846341773;-1.2401015640;330;43;1;35;
55452;55500;Saint-Amand-sur-Ornain;;48.6275522043;5.3945653824;452;11;1;55;
89461;89190;Villeneuve-l'Archevêque;;48.2355837478;3.5631580486;461;36;3;89;
50497;50250;Saint-Jores;;49.3026428787;-1.4029762043;497;27;3;50;
19078;19410;Estivaux;;45.3189703970;1.4950419891;78;29;1;19;
47274;47270;Saint-Romain-le-Noble;;44.1539136424;0.7768796359;274;29;1;47;
11225;11400;Mas-Saintes-Puelles;;43.3140088640;1.8776975221;225;10;1;11;
37020;37600;Beaulieu-lès-Loches;;47.1281892877;1.0229411018;20;13;3;37;
4138;4300;Niozelles;;43.9318568104;5.8473500789;138;10;4;4;
2706;2200;Septmonts;;49.3384597812;3.3621027658;706;41;4;2;
9047;9300;Bélesta;;42.8934707761;1.9527438966;47;7;1;9;
2383;2720;Homblières;;49.8577543083;3.3749512798;383;40;3;2;
32274;32240;Monlezun-d'Armagnac;;43.8235244967;-0.1465966407;274;22;2;32;
13033;13820;Ensuès-la-Redonne;;43.3536539601;5.1996030758;33;48;4;13;
81221;81330;Rayssac;;43.8037266652;2.4246140947;221;21;2;81;
10441;10130;Vosnon;;48.1085969671;3.8353915260;441;9;3;10;
8449;8460;Thin-le-Moutier;;49.7150524983;4.5119180722;449;28;1;8;
89404;89100;Subligny;;48.1652984137;3.1978062654;404;30;3;89;
60222;60510;Essuiles;;49.4802122478;2.2811910151;222;33;2;60;
32138;32220;Garravet;;43.4180047939;0.9071547256;138;13;1;32;
57284;57690;Hallering;;49.1239323268;6.5552865489;284;9;1;57;
7170;7410;Pailharès;;45.0796648371;4.5572783960;170;17;3;7;
65197;65100;Ger;;43.0533440987;-0.0413592831;197;12;1;65;
77368;77160;Poigny;;48.5449283297;3.2771674096;368;25;3;77;
76571;76750;Sainte-Croix-sur-Buchy;;49.5629394597;1.3409250496;571;8;3;76;
70519;70190;Vandelans;;47.3997867498;6.1601674851;519;21;2;70;
16204;16120;Malaville;;45.5525236965;-0.1032721824;204;12;2;16;
5108;5200;Puy-Saint-Eusèbe;;44.5685889454;6.4112982952;108;21;2;5;
50026;50310;Azeville;;49.4572780775;-1.3128535359;26;22;2;50;
40248;40390;Saint-André-de-Seignanx;;43.5655733874;-1.3584125511;248;21;1;40;
66095;66760;Latour-de-Carol;;42.4737507924;1.8725017891;95;13;3;66;
5007;5350;Arvieux;;44.7638980345;6.7223085942;7;1;1;5;
43061;43700;Chaspinhac;;45.0878247699;3.9308049714;61;19;2;43;
16273;16240;Raix;;46.0041231051;0.1162933700;273;29;3;16;
9282;9700;Saverdun;;43.2265667321;1.5737363457;282;17;2;9;
30296;30440;Saint-Roman-de-Codières;;44.0123424811;3.7735539248;296;33;3;30;
89021;89450;Asquins;;47.4878050152;3.7472160398;21;35;2;89;
87024;87460;Bujaleuf;;45.7923391210;1.6311809769;24;9;2;87;
77132;77700;Coupvray;;48.8855498316;2.7934921866;132;43;5;77;
26287;26450;Roynac;;44.6482735570;4.9340639596;287;15;2;26;
74044;74160;Bossey;;46.1500584591;6.1727544661;44;21;3;74;
61032;61270;Beaufai;;48.7556371610;0.5110696025;32;37;3;61;
53239;53160;Saint-Martin-de-Connée;;48.2263014135;-0.2468133227;239;3;3;53;
26129;26730;Eymeux;;45.0663071333;5.1825425928;129;2;3;26;
44203;44360;Temple-de-Bretagne;Le;47.3284386017;-1.7904138606;203;35;2;44;
86091;86600;Curzay-sur-Vonne;;46.4906519992;0.0413718312;91;13;3;86;
59590;59189;Thiennes;;50.6509078196;2.4757777689;590;30;4;59;
83025;83119;Brue-Auriac;;43.5279511721;5.9366454129;25;2;3;83;
76325;76970;Grémonville;;49.6614794296;0.8288809079;325;54;3;76;
14562;14750;Saint-Aubin-sur-Mer;;49.3224328819;-0.3928276359;562;14;2;14;
24410;24300;Saint-Front-la-Rivière;;45.4652036046;0.7196858715;410;33;2;24;
17232;17120;Meursac;;45.6523583243;-0.8201344900;232;9;4;17;
49233;49500;Nyoiseau;;47.7107860625;-0.9075084515;233;30;4;49;
57071;57930;Bettborn;;48.8075081926;7.0287720192;71;10;5;57;
26140;26750;Geyssans;;45.1234537531;5.0920169208;140;21;3;26;
69036;69220;Cercié;;46.1259448157;4.6671777829;36;5;2;69;
63249;63120;Néronde-sur-Dore;;45.7989836343;3.5070472328;249;22;5;63;
54008;54170;Allain;;48.5496654439;5.9208988326;8;10;4;54;
1015;1300;Arbignieu;;45.7237621545;5.6526308643;15;4;1;1;
47320;47160;Villefranche-du-Queyran;;44.3035817658;0.2120759059;320;7;4;47;
76624;76510;Saint-Nicolas-d'Aliermont;;49.8742049120;1.2375322551;624;18;1;76;
76349;76550;Hautot-sur-Mer;;49.9024174010;1.0406454149;349;39;1;76;
70229;70200;Faymont;;47.6057038041;6.5983082828;229;27;1;70;
43083;43170;Cubelles;;44.9971156776;3.5643861830;83;25;1;43;
57530;57220;Ottonville;;49.2161203101;6.5223124621;530;3;1;57;
70422;70100;Poyans;;47.4443035685;5.4765005222;422;2;2;70;
69215;69640;Saint-Julien;;46.0224931450;4.6515843176;215;53;2;69;
62642;62460;Ourton;;50.4555544554;2.4713285931;642;28;2;62;
80293;80500;Ételfay;;49.6643512814;2.6108579188;293;27;3;80;
72222;72260;Nouans;;48.2378930532;0.2283090733;222;22;2;72;
45275;45220;Saint-Firmin-des-Bois;;47.9697416021;2.9100624835;275;7;1;45;
4219;4170;Thorame-Haute;;44.0855014984;6.6012874151;219;7;2;4;
46167;46330;Lentillac-du-Causse;;44.5528093464;1.6379039289;167;16;1;46;
50563;50420;Saint-Vigor-des-Monts;;48.9096722066;-1.0566981121;563;45;4;50;
57128;57220;Charleville-sous-Bois;;49.1959515116;6.4063041025;128;35;4;57;
