code commune;code postale;Ville;;;;;;;departement;
24226;24230;Lamothe-Montravel;;44.8527560372;0.0166870246;226;42;1;24;
12062;12620;Castelnau-Pégayrols;;44.1404700763;2.9277080278;62;31;1;12;
70334;70150;Marnay;;47.2975763661;5.7720105360;334;15;2;70;
38186;38650;Gresse-en-Vercors;;44.8864255639;5.5258044160;186;18;1;38;
52007;52110;Ambonville;;48.3139710416;5.0106283837;7;11;3;52;
57455;57220;Mégange;;49.2240160777;6.4364976813;455;3;1;57;
54556;54450;Vého;;48.6033575468;6.7088385863;556;6;2;54;
19141;19340;Monestier-Merlines;;45.6502055059;2.4893384593;141;11;3;19;
4096;4850;Jausiers;;44.3876110175;6.7860231236;96;4;1;4;
49209;49430;Montigné-lès-Rairies;;47.6256194713;-0.2140386091;209;14;1;49;
22288;22210;Saint-Étienne-du-Gué-de-l'Is;;48.0856987745;-2.6440285888;288;8;4;22;
28146;28210;Faverolles;;48.6810277192;1.5842145662;146;19;3;28;
67389;67116;Reichstett;;48.6474873068;7.7570302069;389;43;6;67;
22324;22700;Saint-Quay-Perros;;48.7821597009;-3.4489806710;324;29;3;22;
31158;31210;Cuguron;;43.1043258930;0.5156814345;158;22;2;31;
75103;75003;Paris 3e Arrondissement;;48.8630541318;2.3593610590;103;17;1;75;
37251;37330;Souvigné;;47.5151982647;0.4026875680;251;5;2;37;
60254;60190;Francières;;49.4471256066;2.6673392386;254;14;3;60;
18033;18000;Bourges;;47.0749572013;2.4041713756;33;98;1;18;
61143;61250;Damigny;;48.4509364175;0.0721150858;143;2;1;61;
62064;62450;Avesnes-lès-Bapaume;;50.1049859352;2.8330570098;64;9;1;62;
54585;54290;Virecourt;;48.4551698224;6.3183202898;585;5;2;54;
62164;62860;Bourlon;;50.1805257480;3.1207741419;164;35;1;62;
45253;45300;Pithiviers-le-Vieil;;48.1732947804;2.2064838032;253;29;3;45;
25435;25530;Orsans;;47.2505392758;6.3807449902;435;27;3;25;
57673;57380;Thonville;;48.9813587624;6.5667379293;673;9;1;57;
7338;7240;Vernoux-en-Vivarais;;44.9051558168;4.6443856873;338;28;3;7;
55567;55120;Ville-sur-Cousances;;49.0788332374;5.1782274217;567;18;3;55;
66145;66300;Ponteilla;;42.6328067480;2.8263997557;145;17;2;66;
61086;61120;Champeaux;Les;48.8883947737;0.1342482188;86;36;2;61;
50587;50390;Taillepied;;49.3622618411;-1.5857452850;587;41;2;50;
25306;25340;Hôpital-Saint-Lieffroy;L';47.3994827456;6.4562495871;306;8;2;25;
61484;61260;Theil;Le;48.2676940084;0.6509090100;484;32;3;61;
26027;26150;Barsac;;44.7264116116;5.3040761780;27;9;1;26;
27228;27350;Éturqueraye;;49.3693948332;0.6887724096;228;30;2;27;
65271;65100;Lézignan;;43.0988748460;-0.0071740067;271;12;1;65;
2640;2240;Renansart;;49.7340931411;3.4533851320;640;25;3;2;
24292;24610;Montpeyroux;;44.9152258027;0.0627373400;292;46;1;24;
50090;50640;Buais;;48.5185588487;-0.9712343033;90;44;1;50;
57065;57340;Bermering;;48.9333505084;6.7126331873;65;1;2;57;
38530;38090;Vaulx-Milieu;;45.6155606962;5.1859847631;530;58;2;38;
2279;2400;Épaux-Bézu;;49.1029988371;3.3535935029;279;8;1;2;
71161;71130;Curdin;;46.5930182243;3.9972202970;161;20;3;71;
29170;29700;Plomelin;;47.9356261766;-4.1503479394;170;52;4;29;
10044;10500;Bétignicourt;;48.4499267207;4.4550367076;44;6;1;10;
31398;31350;Nizan-Gesse;;43.2304323776;0.5964092880;398;6;2;31;
21438;21290;Montmoyen;;47.7302494396;4.7944515957;438;28;3;21;
11375;11240;Seignalens;;43.0990678158;1.9671103501;375;1;2;11;
93010;93140;Bondy;;48.9023234526;2.4837276939;10;94;1;93;
50038;50320;Beauchamps;;48.8370011641;-1.3664553775;38;17;1;50;
95252;95130;Franconville;;48.9884161105;2.2238932062;252;11;3;95;
57419;57510;Loupershouse;;49.0806819852;6.9151359426;419;50;6;57;
14608;14340;Saint-Loup-de-Fribois;;49.1087386238;0.0102155997;608;24;3;14;
39132;39230;Chaux-en-Bresse;La;46.8259443938;5.4765796310;132;7;2;39;
71361;71800;Prizy;;46.3515033821;4.2182042146;361;9;3;71;
51023;51150;Aulnay-sur-Marne;;48.9973425988;4.2073151026;23;10;1;51;
80130;80540;Bovelles;;49.8897442971;2.1407780130;130;26;2;80;
44062;44130;Gâvre;Le;47.5279203716;-1.7941205582;62;3;1;44;
33255;33840;Lucmau;;44.2944038567;-0.3408523729;255;50;3;33;
19051;19390;Chaumeil;;45.4552902265;1.8802039147;51;8;2;19;
58082;58120;Corancy;;47.1062561745;3.9598787626;82;3;1;58;
9316;9500;Troye-d'Ariège;;43.0211388767;1.8872721017;316;10;2;9;
12082;12230;Couvertoirade;La;43.9292282018;3.2889012128;82;21;1;12;
76331;76690;Grugny;;49.6181524638;1.1061682680;331;11;3;76;
47054;47260;Castelmoron-sur-Lot;;44.4077972964;0.4813407046;54;8;2;47;
85250;85150;Saint-Mathurin;;46.5686332748;-1.7078762229;250;16;3;85;
58112;58160;Fermeté;La;46.9561343358;3.3285472189;112;21;3;58;
37237;37390;Saint-Roch;;47.4460052887;0.5740491731;237;16;2;37;
89169;89360;Flogny-la-Chapelle;;47.9610543696;3.8839467963;169;16;2;89;
71041;71800;Bois-Sainte-Marie;;46.3321423377;4.3533032246;41;11;3;71;
42217;42111;Saint-Didier-sur-Rochefort;;45.7934338068;3.8636774836;217;11;1;42;
36248;36100;Vouillon;;46.8199826355;1.9132066864;248;13;4;36;
76627;76170;Saint-Nicolas-de-la-Taille;;49.5142461624;0.4697481424;627;33;2;76;
64201;64190;Dognen;;43.2890538791;-0.7326276016;201;24;2;64;
22057;22290;Faouët;Le;48.6788862743;-3.0734266597;57;20;4;22;
63467;63620;Voingt;;45.8061372767;2.5405457423;467;29;4;63;
88484;88220;Uzemain;;48.1015554236;6.3440352955;484;29;1;88;
15227;15100;Sériers;;44.9720475200;3.0324714839;227;20;3;15;
26152;26310;Jonchères;;44.5654041673;5.4019086975;152;14;1;26;
61044;61430;Berjou;;48.8487660558;-0.4784066453;44;4;2;61;
21122;21150;Bussy-le-Grand;;47.5762719733;4.5228785446;122;36;3;21;
36200;36200;Saint-Marcel;;46.6083971335;1.5234747199;200;3;2;36;
47128;47240;Lafox;;44.1653179706;0.6992210037;128;29;1;47;
50646;50260;Vrétot;Le;49.4513916939;-1.7137234974;646;7;2;50;
59027;59494;Aubry-du-Hainaut;;50.3759590091;3.4522066329;27;66;6;59;
57532;57420;Pagny-lès-Goin;;48.9670452807;6.2199140199;532;33;4;57;
32070;32400;Cahuzac-sur-Adour;;43.6366732371;-0.0272638826;70;23;3;32;
69202;69110;Sainte-Foy-lès-Lyon;;45.7359781395;4.7934317391;202;50;1;69;
37185;37530;Pocé-sur-Cisse;;47.4435625519;0.9873696795;185;1;2;37;
80241;80620;Domart-en-Ponthieu;;50.0757557319;2.1231889509;241;20;2;80;
34054;34210;Cassagnoles;;43.3973278254;2.6017828918;54;27;1;34;
21077;21520;Bissey-la-Côte;;47.9115041699;4.7068608614;77;22;3;21;
26072;26600;Chantemerle-les-Blés;;45.1232050838;4.8892689584;72;28;3;26;
60406;60940;Monceaux;;49.3269208712;2.5663069929;406;20;2;60;
30232;30330;Saint-André-d'Olérargues;;44.1653858318;4.4963265641;232;15;2;30;
65274;65330;Libaros;;43.2485668256;0.3919711180;274;10;3;65;
53076;53340;Cossé-en-Champagne;;47.9650841130;-0.3235162835;76;22;2;53;
27146;27260;Chapelle-Bayvel;La;49.2808661732;0.4063561526;146;12;2;27;
23126;23400;Masbaraud-Mérignat;;45.9760519529;1.7204060440;126;7;2;23;
60361;60240;Liancourt-Saint-Pierre;;49.2330864401;1.9063526951;361;7;1;60;
54593;54890;Waville;;49.0120265790;5.9362045043;593;8;1;54;
45332;45290;Varennes-Changy;;47.8623950177;2.6635119696;332;16;1;45;
33332;33660;Porchères;;45.0370123077;0.0013245619;332;22;5;33;
57090;57260;Blanche-Église;;48.7896924974;6.6765979769;90;8;2;57;
47018;47120;Auriac-sur-Dropt;;44.6544707799;0.2435084951;18;11;2;47;
16148;16170;Genac;;45.8009500924;0.0214709432;148;23;2;16;
27476;27500;Préaux;Les;49.3281307997;0.4805310705;476;27;2;27;
70512;70320;Vaivre;La;47.9132600992;6.3670148232;512;22;1;70;
76343;76440;Haucourt;;49.6442133700;1.6725313459;343;23;1;76;
22196;22740;Pleudaniel;;48.7611404918;-3.1543342414;196;21;3;22;
16249;16500;Oradour-Fanais;;46.1149553879;0.7825074773;249;15;3;16;
40100;40190;Frêche;Le;43.9254369800;-0.2447372154;100;28;2;40;
83037;83170;Celle;La;43.3843703510;5.9986141161;37;5;3;83;
17262;17810;Nieul-lès-Saintes;;45.7541162328;-0.7452914068;262;35;4;17;
85165;85140;Oie;L';46.7813089389;-1.1207024859;165;6;2;85;
14298;14230;Géfosse-Fontenay;;49.3614124958;-1.0850580278;298;20;1;14;
13106;13240;Septèmes-les-Vallons;;43.3934944571;5.3808040555;106;52;1;13;
13099;13115;Saint-Paul-lès-Durance;;43.6854814023;5.7537255885;99;27;1;13;
36005;36120;Ardentes;;46.7359618133;1.8240314927;5;2;2;36;
62286;62190;Ecquedecques;;50.5601376893;2.4410371308;286;63;2;62;
17258;17520;Neuillac;;45.5147014586;-0.3995733947;258;2;1;17;
51579;51210;Tréfols;;48.7954481021;3.4989170062;579;17;2;51;
32467;32200;Saint-Caprais;;43.5946521434;0.7933604506;467;9;1;32;
39554;39300;Vers-en-Montagne;;46.8221705965;5.9123885283;554;6;2;39;
34283;34520;Saint-Pierre-de-la-Fage;;43.7942818756;3.4224925234;283;15;2;34;
54231;54800;Gondrecourt-Aix;;49.2444148346;5.7623613567;231;11;1;54;
65414;65140;Ségalas;;43.4098505398;0.1302340058;414;18;3;65;
13031;13112;Destrousse;La;43.3764232809;5.5988593244;31;29;3;13;
37132;37600;Loches;;47.1201464232;0.9741518509;132;13;3;37;
74021;74380;Arthaz-Pont-Notre-Dame;;46.1606681382;6.2687850546;21;31;3;74;
2382;2760;Holnon;;49.8612556888;3.2008532589;382;33;3;2;
88189;88350;Fréville;;48.3260427587;5.6231987993;189;18;2;88;
76016;76740;Anglesqueville-la-Bras-Long;;49.7781234194;0.7825744278;16;22;1;76;
76022;76490;Anquetierville;;49.5363169279;0.6329480058;22;10;3;76;
10110;10270;Courteranges;;48.2683513867;4.2255179178;110;12;3;10;
57651;57410;Siersthal;;49.0510946988;7.3561403846;651;26;6;57;
88485;88140;Vacheresse-et-la-Rouillie;La;48.1460226049;5.7961892304;485;4;2;88;
80381;80370;Gorges;;50.1074433713;2.1831084797;381;12;2;80;
80664;80360;Rancourt;;50.0030301832;2.9033950759;664;16;4;80;
76528;76340;Rieux;;49.9238830095;1.5820648448;528;5;1;76;
43143;43260;Montusclat;;45.0097274069;4.1139948594;143;23;2;43;
85008;85430;Aubigny;;46.6028241769;-1.4674354911;8;31;2;85;
17320;17430;Saint-Coutant-le-Grand;;45.9480944751;-0.7877595816;320;39;2;17;
90017;90140;Bourogne;;47.5644650637;6.9057647577;17;13;1;90;
65361;65140;Peyrun;;43.3304439427;0.1917958490;361;18;3;65;
76180;76450;Cleuville;;49.7035324199;0.6479452391;180;40;2;76;
16296;16230;Saint-Amant-de-Bonnieure;;45.8594665270;0.2956074486;296;18;3;16;
31389;31850;Montrabé;;43.6424532193;1.5288063297;389;43;3;31;
44010;44740;Batz-sur-Mer;;47.2844487793;-2.4743746470;10;10;3;44;
95612;95500;Thillay;Le;49.0042770010;2.4692752497;612;13;2;95;
11180;11380;Labastide-Esparbairenque;;43.3934090766;2.4030063534;180;21;1;11;
52406;52500;Pressigny;;47.7470915899;5.6700526498;406;12;2;52;
25602;25110;Vergranne;;47.4092336161;6.3912705034;602;4;1;25;
28334;28200;Saint-Denis-les-Ponts;;48.0613637512;1.2722873661;334;9;2;28;
80461;80450;Lamotte-Brebière;;49.8946355893;2.3943747194;461;18;2;80;
57490;57630;Moyenvic;;48.7832829713;6.5700592403;490;34;2;57;
13085;13830;Roquefort-la-Bédoule;;43.2510907217;5.6290463433;85;54;3;13;
45119;45300;Dadonville;;48.1525880159;2.2694191457;119;29;3;45;
67014;67480;Auenheim;;48.8090909724;8.0173609091;14;3;2;67;
76445;76680;Montérolier;;49.6223619301;1.3461481602;445;49;1;76;
29173;29710;Plonéis;;48.0113210792;-4.2093473271;173;26;4;29;
31334;31410;Mauzac;;43.3756100753;1.3028329846;334;9;1;31;
2065;2420;Bellicourt;;49.9592991729;3.2302085085;65;6;3;2;
76224;76110;Écrainville;;49.6463916070;0.3131164948;224;24;2;76;
21631;21360;Thomirey;;47.0875870318;4.5868758631;631;7;1;21;
55531;55800;Vassincourt;;48.8014203494;5.0267878620;531;16;1;55;
57328;57380;Holacourt;;48.9774210470;6.5081066542;328;9;1;57;
23051;23250;Chapelle-Saint-Martial;La;46.0253131218;1.9223831649;51;21;2;23;
22240;22250;Plumaugat;;48.2450296898;-2.2309118853;240;6;1;22;
12110;12140;Golinhac;;44.5959231172;2.5864459209;110;11;2;12;
32361;32300;Saint-Arroman;;43.4356200407;0.5197874022;361;15;3;32;
57576;57480;Rettel;;49.4341736247;6.3374303690;576;31;7;57;
31320;31390;Marquefave;;43.3095545931;1.2594631795;320;9;1;31;
7290;7270;Saint-Prix;;44.9471894695;4.5010757210;290;10;3;7;
89308;89190;Pont-sur-Vanne;;48.1958502799;3.4371351163;308;36;3;89;
58288;58190;Teigny;;47.3880495543;3.6689617001;288;24;2;58;
65119;65500;Caixon;;43.4085636620;0.0204351091;119;25;3;65;
51022;51240;Aulnay-l'Aître;;48.8259358805;4.5682201728;22;33;4;51;
57436;57590;Malaucourt-sur-Seille;;48.8432909798;6.3589017807;436;7;2;57;
76423;76220;Ménerval;;49.5596263854;1.6474312888;423;25;1;76;
86289;86150;Vigeant;Le;46.2207295456;0.6377913895;289;9;2;86;
14716;14490;Trungy;;49.1936866317;-0.7223974488;716;2;1;14;
62756;62370;Sainte-Marie-Kerque;;50.8925108938;2.1512969293;756;6;5;62;
55448;55260;Rupt-devant-Saint-Mihiel;;48.8850341422;5.4010978938;448;15;2;55;
14019;14400;Arganchy;;49.2299804943;-0.7316233907;19;3;1;14;
73127;73240;Gresin;;45.6068898415;5.6838433089;127;24;2;73;
21425;21500;Montbard;;47.6576730148;4.3503956975;425;21;3;21;
60527;60620;Réez-Fosse-Martin;;49.0912758357;2.9236249458;527;5;4;60;
89079;89300;Chamvres;;47.9588980240;3.3536316051;79;19;1;89;
36175;36110;Rouvres-les-Bois;;47.0727033689;1.6527927895;175;14;2;36;
25128;25580;Chasnans;;47.0825390886;6.3222971109;128;27;3;25;
57093;57200;Blies-Guersviller;;49.1441438381;7.0949496177;93;50;6;57;
27356;27410;Jonquerets-de-Livet;;49.0197034176;0.6108242804;356;3;2;27;
71271;71340;Mailly;;46.2279316064;4.1119472770;271;46;3;71;
59172;59220;Denain;;50.3299660733;3.3898623357;172;21;6;59;
62354;62630;Frencq;;50.5617772282;1.6894916144;354;22;4;62;
88367;88700;Rambervillers;;48.3458722142;6.6312100278;367;21;1;88;
4201;4150;Saumane;;44.0812808516;5.6821460217;201;3;4;4;
58218;58700;Prémery;;47.1734370453;3.3203527106;218;19;4;58;
62396;62130;Guinecourt;;50.3477039372;2.2280466484;396;43;1;62;
67418;67480;Rountzenheim;;48.8214167109;7.9983415489;418;3;2;67;
64199;64330;Diusse;;43.5668688531;-0.1714408795;199;11;3;64;
62314;62690;Estrée-Cauchy;;50.3991885256;2.6114094277;314;28;2;62;
62078;62610;Balinghem;;50.8613731955;1.9403519860;78;2;5;62;
37176;37800;Noyant-de-Touraine;;47.1020911221;0.5674899141;176;20;1;37;
38507;38230;Tignieu-Jameyzieu;;45.7344692085;5.1836427712;507;8;2;38;
24052;24480;Bouillac;;44.7652428032;0.9204121867;52;7;1;24;
2273;2480;Dury;;49.7512352960;3.1337712174;273;29;3;2;
61071;61120;Camembert;;48.8916392638;0.1718054760;71;36;2;61;
24175;24290;Farges;Les;45.1147728849;1.1931801520;175;22;4;24;
32460;32720;Vergoignan;;43.7235746425;-0.1882662215;460;24;3;32;
21243;21360;Écutigny;;47.0841130528;4.6234249566;243;7;1;21;
12007;12260;Ambeyrac;;44.4943534957;1.9357162857;7;43;3;12;
94017;94500;Champigny-sur-Marne;;48.8172543640;2.5170981526;17;94;2;94;
28251;28500;Mézières-en-Drouais;;48.7254690446;1.4421064834;251;13;3;28;
95370;95640;Marines;;49.1480448573;1.9837601927;370;17;3;95;
19210;19160;Saint-Hilaire-Luc;;45.3460319369;2.2076261838;210;19;3;19;
42032;42320;Cellieu;;45.5213671549;4.5301767340;32;33;3;42;
14735;14170;Vendeuvre;;49.0067565786;-0.0828921340;735;25;2;14;
81176;81140;Montels;;43.9645484948;1.8869820599;176;7;1;81;
35148;35270;Lanrigan;;48.3912514208;-1.6912544927;148;17;3;35;
21512;21190;Puligny-Montrachet;;46.9467556144;4.7592621724;512;23;1;21;
38125;38710;Cordéac;;44.8135618240;5.8443093834;125;16;1;38;
31179;31460;Faget;Le;43.5648428927;1.8260785638;179;8;3;31;
51503;51490;Saint-Martin-l'Heureux;;49.2434551487;4.3763317890;503;4;3;51;
80334;80160;Fossemanant;;49.8021156407;2.1900941827;334;17;2;80;
95110;95640;Brignancourt;;49.1395537337;1.9435210024;110;17;3;95;
38156;38300;Éparres;Les;45.5380944764;5.2924690235;156;4;2;38;
60208;60590;Énencourt-Léage;;49.3046719364;1.8445496040;208;7;1;60;
60664;60120;Vendeuil-Caply;;49.6103570649;2.2925304362;664;6;2;60;
70086;70500;Bourbévelle;;47.9147406842;5.9453197412;86;12;2;70;
81147;81120;Lombers;;43.8159438532;2.1438851027;147;26;1;81;
80466;80620;Lanches-Saint-Hilaire;;50.1002975900;2.1457130224;466;20;2;80;
76211;76340;Dancourt;;49.9009656160;1.5387107038;211;5;1;76;
60180;60112;Crillon;;49.5259729634;1.9257668088;180;35;1;60;
31259;31120;Lacroix-Falgarde;;43.5008164665;1.4239103440;259;10;3;31;
77443;77580;Sancy;;48.8791674631;2.9610851161;443;8;1;77;
15139;15230;Narnhac;;44.9347231602;2.7662864246;139;13;3;15;
45063;45620;Cerdon;;47.6299186758;2.3814729868;63;31;2;45;
14100;14680;Bretteville-sur-Laize;;49.0498397509;-0.3260470634;100;7;2;14;
57183;57810;Donnelay;;48.7501857610;6.6888371581;183;34;2;57;
57737;57420;Vulmont;;48.9257097810;6.3050880132;737;33;4;57;
41215;41800;Saint-Jacques-des-Guérets;;47.7663014230;0.7903957669;215;12;2;41;
14144;14220;Caumont-sur-Orne;;48.9510382751;-0.4708191781;144;31;2;14;
78528;78270;Rolleboise;;49.0191886627;1.6018346466;528;2;1;78;
35132;35120;Hirel;;48.5948348848;-1.8091523605;132;5;4;35;
51226;51230;Écury-le-Repos;;48.8085024476;4.0274067924;226;29;1;51;
22261;22400;Quintenic;;48.5102353944;-2.4217897860;261;18;4;22;
34187;34390;Olargues;;43.5401354550;2.9177231612;187;26;1;34;
31516;31790;Saint-Sauveur;;43.7513409309;1.3957911718;516;14;3;31;
55057;55400;Boinville-en-Woëvre;;49.1885895553;5.6778390214;57;8;3;55;
21301;21250;Glanon;;47.0397116967;5.1071205148;301;34;1;21;
8217;8800;Haulmé;;49.8579040636;4.7925579077;217;16;1;8;
61306;61500;Neuville-près-Sées;;48.6472679338;0.2322134764;306;31;1;61;
67185;67330;Hattmatt;;48.7854804933;7.4364304189;185;21;4;67;
35095;35120;Dol-de-Bretagne;;48.5364110141;-1.7413553093;95;11;4;35;
14386;14270;Magny-la-Campagne;;49.0494382034;-0.0987177011;386;7;2;14;
61172;61420;Fontenai-les-Louvets;;48.5327670824;0.0084824903;172;8;1;61;
71584;71260;Viré;;46.4445923499;4.8496667749;584;25;5;71;
52002;52400;Aigremont;;48.0125748541;5.7258798181;2;4;2;52;
72019;72350;Avessé;;47.9573422992;-0.2672959890;19;5;1;72;
27147;27930;Chapelle-du-Bois-des-Faul;La;49.1080526721;1.1718102582;147;16;3;27;
62436;62130;Herlin-le-Sec;;50.3533382181;2.3327764001;436;43;1;62;
63435;63320;Tourzel-Ronzières;;45.5207636400;3.1182009798;435;8;3;63;
21058;21570;Belan-sur-Ource;;47.9515958894;4.6386283337;58;22;3;21;
69076;69380;Dommartin;;45.8357243941;4.7156731311;76;3;1;69;
29093;29260;Kernilis;;48.5750998545;-4.4108328714;93;24;1;29;
25392;25120;Mont-de-Vougney;;47.2418796782;6.7399290099;392;12;2;25;
;;;;42.5413974263;9.4726913944;;;;;
89048;89770;Boeurs-en-Othe;;48.1398712988;3.7063280451;48;8;3;89;
15051;15320;Clavières;;44.9934261034;3.3105330645;51;16;3;15;
44179;44850;Saint-Mars-du-Désert;;47.3571993550;-1.4453033740;179;27;1;44;
57211;57280;Fèves;;49.1891814065;6.1069273558;211;48;4;57;
69034;69300;Caluire-et-Cuire;;45.7974053648;4.8512485710;34;43;1;69;
12182;12130;Pierrefiche;;44.4338467479;2.9216755334;182;34;2;12;
29042;29160;Crozon;;48.2449715382;-4.4917034777;42;11;2;29;
80268;80580;Épagne-Épagnette;;50.0773032330;1.8676427202;268;2;1;80;
52119;52600;Chaudenay;;47.8217167742;5.5008217247;119;12;2;52;
11342;11800;Saint-Frichoux;;43.2478259273;2.5588880182;342;25;1;11;
39040;39800;Barretaine;;46.8102175320;5.7178828907;40;23;2;39;
65136;65230;Caubous;;43.2431070641;0.4688059876;136;8;3;65;
33031;33190;Bassanne;;44.5605436860;-0.0931882579;31;3;3;33;
88511;88350;Villouxel;;48.3475437712;5.5800024565;511;18;2;88;
50580;50340;Sotteville;;49.5393529841;-1.7524575463;580;28;2;50;
42175;42110;Pouilly-lès-Feurs;;45.8008382114;4.2329969240;175;7;1;42;
62035;62232;Annezin;;50.5396043649;2.6190664048;35;12;2;62;
91122;91440;Bures-sur-Yvette;;48.6929979919;2.1583868612;122;21;3;91;
51014;51170;Arcis-le-Ponsart;;49.2246570472;3.6887794189;14;14;3;51;
18162;18250;Neuilly-en-Sancerre;;47.3056287730;2.6556108488;162;15;1;18;
39372;39250;Mournans-Charbonny;;46.7768224778;5.9903918446;372;20;2;39;
30170;30120;Molières-Cavaillac;;43.9707308268;3.5718240120;170;39;3;30;
49328;49400;Saumur;;47.2673853525;-0.0830410592;328;99;3;49;
14300;14430;Gerrots;;49.1935491536;0.0024576497;300;10;3;14;
35085;35270;Combourg;;48.4083560805;-1.7451943502;85;9;4;35;
56162;56270;Ploemeur;;47.7325584986;-3.4417881575;162;42;1;56;
74264;74950;Scionzier;;46.0486254419;6.5466916658;264;32;2;74;
49356;49310;Trémont;;47.1555937908;-0.4536285526;356;34;3;49;
67229;67440;Jetterswiller;;48.6697366716;7.4174517734;229;13;4;67;
80811;80400;Voyennes;;49.7690921443;2.9844476988;811;30;4;80;
35314;35430;Saint-Suliac;;48.5699006090;-1.9669228851;314;8;4;35;
2368;2600;Haramont;;49.2872759039;3.0314897711;368;36;4;2;
62438;62690;Hermaville;;50.3250824780;2.5838619852;438;5;1;62;
14395;14350;Malloué;;48.9443957330;-0.9545721321;395;4;4;14;
48053;48190;Cubières;;44.4753237240;3.7868022391;53;3;2;48;
72259;72110;Rouperroux-le-Coquet;;48.2293569796;0.4385929725;259;3;2;72;
81206;81140;Penne;;44.0833786840;1.7222256987;206;34;1;81;
70109;70190;Buthiers;;47.3568392049;6.0322013743;109;21;2;70;
32197;32100;Larroque-sur-l'Osse;;43.9755473747;0.2822306583;197;21;2;32;
27441;27800;Notre-Dame-d'Épine;;49.1946525177;0.5974932741;441;9;2;27;
72360;72650;Trangé;;48.0291229026;0.1157471579;360;34;3;72;
6106;6910;Roquestéron;;43.8677906196;7.0241361166;106;20;2;6;
1422;1250;Tossiat;;46.1384790158;5.3040005592;422;25;2;1;
73248;73300;Saint-Jean-de-Maurienne;;45.2713738871;6.3455366398;248;25;3;73;
21259;21500;Fain-lès-Montbard;;47.6174941653;4.4034652863;259;21;3;21;
55253;55120;Islettes;Les;49.1115870926;5.0058632066;253;4;3;55;
73182;73100;Mouxy;;45.6795438416;5.9479910417;182;35;2;73;
84068;84160;Lourmarin;;43.7780333839;5.3661617407;68;8;1;84;
80003;80560;Acheux-en-Amiénois;;50.0715561395;2.5311777711;3;3;2;80;
51276;51230;Gourgançon;;48.6847255926;4.0267247188;276;13;2;51;
9059;9800;Bonac-Irazein;;42.8408446470;0.9826129229;59;4;3;9;
62887;62630;Widehem;;50.5841311365;1.6593641949;887;22;4;62;
71093;71310;Chapelle-Saint-Sauveur;La;46.8468026106;5.2644882904;93;39;4;71;
95633;95500;Vaudherland;;49.0004967295;2.4864295622;633;13;2;95;
29040;29217;Conquet;Le;48.3555977933;-4.7623420412;40;39;1;29;
25113;25380;Chamesey;;47.2367237059;6.6318887442;113;25;3;25;
89400;89520;Sougères-en-Puisaye;;47.5644811457;3.3493530802;400;27;1;89;
77448;77260;Sept-Sorts;;48.9401586150;3.1062708432;448;12;1;77;
60457;60480;Neuville-Saint-Pierre;La;49.5318909884;2.1955722862;457;16;2;60;
33312;33290;Parempuyre;;44.9541509661;-0.5807665788;312;6;2;33;
72025;72200;Bazouges-sur-le-Loir;;47.6856990287;-0.1720118863;25;14;1;72;
41045;41150;Chaumont-sur-Loire;;47.4655792877;1.1993155462;45;13;1;41;
44033;44260;Chapelle-Launay;La;47.3530614373;-1.9819149109;33;43;3;44;
8155;8260;Étalle;;49.8528034918;4.4461867027;155;24;1;8;
17085;17430;Champdolent;;45.9141109921;-0.7773353592;85;33;5;17;
62534;62380;Lumbres;;50.7050944180;2.1170648250;534;34;5;62;
78417;78790;Montchauvet;;48.8916704709;1.6268149739;417;8;1;78;
;;;;41.9231596216;8.8940126148;;;;;
50388;50660;Orval;;49.0114256149;-1.4643753872;388;23;3;50;
12167;12270;Najac;;44.2112955060;1.9630592211;167;20;3;12;
77002;77120;Amillis;;48.7355504117;3.1353428362;2;11;3;77;
54469;54580;Saint-Ail;;49.1694540532;6.0019618843;469;31;1;54;
59432;59400;Niergnies;;50.1416253963;3.2561370802;432;13;2;59;
6090;6580;Pégomas;;43.5865553156;6.9222483794;90;10;1;6;
59262;59270;Godewaersvelde;;50.7950511501;2.6455520339;262;60;4;59;
10259;10400;Motte-Tilly;La;48.4758552545;3.4403757747;259;16;2;10;
;;;;42.3741161221;9.3387063231;;;;;
53101;53200;Fromentières;;47.8718387269;-0.6677727204;101;31;1;53;
9269;9000;Saint-Martin-de-Caralp;;42.9919399277;1.5379678162;269;21;1;9;
48182;48170;Saint-Sauveur-de-Ginestoux;;44.7018049753;3.6153581214;182;6;2;48;
63346;63850;Saint-Genès-Champespe;;45.4155027111;2.7251294811;346;21;3;63;
;;;;42.3571679541;9.3443992325;;;;;
25032;25110;Autechaux;;47.3808658420;6.3853243470;32;4;1;25;
76715;76210;Trouville;;49.5843024390;0.6004397467;715;6;2;76;
77326;77176;Nandy;;48.5821287279;2.5478285272;326;34;2;77;
19195;19130;Saint-Cyprien;;45.2509684533;1.3560724109;195;2;1;19;
34134;34880;Lavérune;;43.5848099789;3.8016894997;134;44;3;34;
39123;39240;Chatonnay;;46.4243378632;5.5461547417;123;2;2;39;
84098;84110;Roaix;;44.2551304462;5.0151514731;98;21;3;84;
63028;63810;Bagnols;;45.4980479842;2.6386675004;28;21;3;63;
77193;77165;Forfry;;49.0535919932;2.8496105892;193;9;1;77;
2540;2400;Nesles-la-Montagne;;48.9997837313;3.4458789282;540;8;1;2;
33463;33490;Saint-Pierre-d'Aurillac;;44.5791928369;-0.1929142223;463;43;3;33;
